-5.20643 1.56384e-17 -1.56384e-17
-5.17934 7.80231e-17 -7.80231e-17
-5.17302 7.0196e-16 -7.0196e-16
-5.15241 1.22347e-16 -1.22347e-16
-5.14614 1.61547e-15 -1.61547e-15
-5.13977 9.26686e-16 -9.26686e-16
-5.12564 4.24989e-16 -4.24989e-16
-5.11942 1.30745e-15 -1.30745e-15
-5.1131 1.56493e-15 -1.56493e-15
-5.10667 1.66223e-16 -1.66223e-16
-5.09903 5.37344e-16 -5.37344e-16
-5.09287 1.26132e-15 -1.26132e-15
-5.0866 1.91369e-15 -1.91369e-15
-5.08022 5.40497e-16 -5.40497e-16
-5.07374 2.50783e-16 -2.50783e-16
-5.07258 2.69572e-16 -2.69572e-16
-5.06648 3.68719e-15 -3.68719e-15
-5.06026 2.06075e-15 -2.06075e-15
-5.05393 1.96542e-16 -1.96542e-16
-5.0475 1.43385e-16 -1.43385e-16
-5.0463 6.28948e-17 -6.28948e-17
-5.04096 9.32054e-19 -9.32054e-19
-5.04025 1.17002e-15 -1.17002e-15
-5.03409 1.53901e-15 -1.53901e-15
-5.02781 1.06801e-16 -1.06801e-16
-5.02143 1.56642e-16 -1.56642e-16
-5.02019 5.52115e-17 -5.52115e-17
-5.01494 4.99482e-16 -4.99482e-16
-5.01419 2.34559e-15 -2.34559e-15
-5.00834 3.55362e-16 -3.55362e-16
-5.00808 3.39888e-16 -3.39888e-16
-5.00185 1.4918e-15 -1.4918e-15
-4.99552 6.91171e-17 -6.91171e-17
-4.99424 3.74421e-17 -3.74421e-17
-4.98908 1.24497e-16 -1.24497e-16
-4.98829 7.88885e-16 -7.88885e-16
-4.98253 7.6328e-16 -7.6328e-16
-4.98224 2.75354e-15 -2.75354e-15
-4.97606 1.8687e-17 -1.8687e-17
-4.97589 8.30045e-16 -8.30045e-16
-4.96978 2.74764e-16 -2.74764e-16
-4.96845 4.7009e-17 -4.7009e-17
-4.96339 7.70022e-16 -7.70022e-16
-4.96256 8.1332e-16 -8.1332e-16
-4.95689 8.16972e-16 -8.16972e-16
-4.95656 8.83894e-16 -8.83894e-16
-4.95044 3.89985e-16 -3.89985e-16
-4.95029 5.22626e-16 -5.22626e-16
-4.94421 7.32057e-16 -7.32057e-16
-4.94359 7.03873e-16 -7.03873e-16
-4.94283 1.93172e-16 -1.93172e-16
-4.93786 3.83867e-16 -3.83867e-16
-4.937 1.82333e-16 -1.82333e-16
-4.93141 1.95322e-15 -1.95322e-15
-4.93105 7.1001e-16 -7.1001e-16
-4.92498 8.52772e-16 -8.52772e-16
-4.92486 1.71307e-16 -1.71307e-16
-4.9188 5.93132e-16 -5.93132e-16
-4.9182 6.31184e-16 -6.31184e-16
-4.91737 6.18291e-17 -6.18291e-17
-4.91251 1.53048e-15 -1.53048e-15
-4.9116 1.75547e-15 -1.75547e-15
-4.91145 9.97538e-16 -9.97538e-16
-4.90611 9.64916e-16 -9.64916e-16
-4.9057 1.12345e-15 -1.12345e-15
-4.89969 4.21663e-17 -4.21663e-17
-4.8996 1.62559e-15 -1.62559e-15
-4.89356 3.87661e-16 -3.87661e-16
-4.89299 1.23481e-19 -1.23481e-19
-4.89208 1.34526e-16 -1.34526e-16
-4.88732 2.76462e-16 -2.76462e-16
-4.88637 1.26581e-15 -1.26581e-15
-4.88628 1.09465e-15 -1.09465e-15
-4.88097 1.24506e-15 -1.24506e-15
-4.88053 3.61113e-15 -3.61113e-15
-4.87947 8.13013e-16 -8.13013e-16
-4.87457 1.78677e-16 -1.78677e-16
-4.87451 8.28812e-16 -8.28812e-16
-4.86849 8.34044e-16 -8.34044e-16
-4.86795 5.13041e-16 -5.13041e-16
-4.86695 2.17318e-16 -2.17318e-16
-4.8623 1.12161e-15 -1.12161e-15
-4.8613 4.94011e-15 -4.94011e-15
-4.86128 7.61243e-16 -7.61243e-16
-4.856 7.59936e-16 -7.59936e-16
-4.85552 3.47723e-15 -3.47723e-15
-4.85452 5.39412e-16 -5.39412e-16
-4.84962 6.67247e-16 -6.67247e-16
-4.84959 1.38567e-15 -1.38567e-15
-4.84765 3.14349e-16 -3.14349e-16
-4.84359 7.35982e-16 -7.35982e-16
-4.84308 6.08247e-17 -6.08247e-17
-4.842 3.95877e-17 -3.95877e-17
-4.83746 7.38366e-16 -7.38366e-16
-4.83646 1.28175e-15 -1.28175e-15
-4.8364 3.92e-15 -3.92e-15
-4.8312 7.03755e-16 -7.03755e-16
-4.83068 2.71367e-15 -2.71367e-15
-4.82974 8.92561e-17 -8.92561e-17
-4.82484 1.02803e-16 -1.02803e-16
-4.82483 3.24932e-15 -3.24932e-15
-4.82292 6.3813e-17 -6.3813e-17
-4.81886 1.51568e-15 -1.51568e-15
-4.81837 8.03222e-17 -8.03222e-17
-4.81721 1.31558e-16 -1.31558e-16
-4.816 1.07234e-15 -1.07234e-15
-4.81278 1.40488e-15 -1.40488e-15
-4.8118 3.25832e-16 -3.25832e-16
-4.81168 1.95273e-16 -1.95273e-16
-4.80658 4.48829e-15 -4.48829e-15
-4.80601 1.33465e-15 -1.33465e-15
-4.80512 7.51457e-16 -7.51457e-16
-4.80026 1.51977e-15 -1.51977e-15
-4.80022 2.40184e-15 -2.40184e-15
-4.79835 2.06624e-16 -2.06624e-16
-4.79431 1.00701e-15 -1.00701e-15
-4.79384 2.29273e-16 -2.29273e-16
-4.79259 3.30814e-17 -3.30814e-17
-4.79147 1.15406e-15 -1.15406e-15
-4.78827 2.13686e-15 -2.13686e-15
-4.78732 1.62299e-15 -1.62299e-15
-4.78712 7.48527e-16 -7.48527e-16
-4.7845 6.07388e-16 -6.07388e-16
-4.78212 2.56007e-15 -2.56007e-15
-4.78151 5.16926e-17 -5.16926e-17
-4.78069 6.56039e-16 -6.56039e-16
-4.77586 1.15463e-15 -1.15463e-15
-4.77578 1.14844e-16 -1.14844e-16
-4.77395 5.00299e-16 -5.00299e-16
-4.76992 7.66216e-17 -7.66216e-17
-4.76949 7.43225e-16 -7.43225e-16
-4.76813 1.3583e-17 -1.3583e-17
-4.76712 2.06293e-16 -2.06293e-16
-4.76394 5.58065e-16 -5.58065e-16
-4.76301 1.44251e-15 -1.44251e-15
-4.76273 1.49132e-15 -1.49132e-15
-4.76019 1.48801e-15 -1.48801e-15
-4.75784 1.17101e-15 -1.17101e-15
-4.75718 2.68452e-15 -2.68452e-15
-4.75642 8.37562e-16 -8.37562e-16
-4.75317 1.0206e-16 -1.0206e-16
-4.75163 7.15678e-16 -7.15678e-16
-4.75151 1.73851e-15 -1.73851e-15
-4.74973 2.30738e-15 -2.30738e-15
-4.7457 2.8817e-15 -2.8817e-15
-4.7453 1.4129e-15 -1.4129e-15
-4.74385 1.37997e-16 -1.37997e-16
-4.74295 1.51991e-15 -1.51991e-15
-4.73978 6.06339e-15 -6.06339e-15
-4.73887 2.77384e-15 -2.77384e-15
-4.73851 1.45638e-16 -1.45638e-16
-4.73606 1.02338e-15 -1.02338e-15
-4.73373 1.55085e-15 -1.55085e-15
-4.73302 1.44916e-16 -1.44916e-16
-4.73233 3.01224e-15 -3.01224e-15
-4.72908 9.85703e-16 -9.85703e-16
-4.72757 2.78697e-16 -2.78697e-16
-4.72741 1.80153e-15 -1.80153e-15
-4.72569 1.3363e-15 -1.3363e-15
-4.722 3.5224e-16 -3.5224e-16
-4.72166 1.92627e-16 -1.92627e-16
-4.72129 1.29917e-16 -1.29917e-16
-4.71974 4.45854e-16 -4.45854e-16
-4.71894 3.46322e-17 -3.46322e-17
-4.71579 3.34756e-16 -3.34756e-16
-4.71491 2.85966e-16 -2.85966e-16
-4.71446 2.13022e-15 -2.13022e-15
-4.7121 4.91735e-16 -4.91735e-16
-4.70979 3.89669e-15 -3.89669e-15
-4.70904 1.54811e-15 -1.54811e-15
-4.70841 1.45456e-15 -1.45456e-15
-4.70516 4.89263e-17 -4.89263e-17
-4.70368 2.43667e-15 -2.43667e-15
-4.70348 1.53862e-15 -1.53862e-15
-4.70182 5.11018e-17 -5.11018e-17
-4.69812 4.18502e-16 -4.18502e-16
-4.69779 1.28227e-15 -1.28227e-15
-4.69746 5.2892e-15 -5.2892e-15
-4.6958 7.49672e-16 -7.49672e-16
-4.69512 3.17922e-16 -3.17922e-16
-4.69197 2.81303e-15 -2.81303e-15
-4.69112 3.64094e-15 -3.64094e-15
-4.69099 4.25296e-16 -4.25296e-16
-4.69058 2.63298e-15 -2.63298e-15
-4.68832 1.37045e-16 -1.37045e-16
-4.68603 1.09142e-15 -1.09142e-15
-4.68523 2.44563e-15 -2.44563e-15
-4.68467 1.74037e-15 -1.74037e-15
-4.68142 4.52844e-16 -4.52844e-16
-4.67997 1.3863e-16 -1.3863e-16
-4.67973 2.31433e-15 -2.31433e-15
-4.67812 2.49303e-16 -2.49303e-16
-4.67442 8.60139e-16 -8.60139e-16
-4.67409 9.45888e-16 -9.45888e-16
-4.6738 1.00797e-15 -1.00797e-15
-4.67202 4.02999e-16 -4.02999e-16
-4.67147 1.13323e-15 -1.13323e-15
-4.66833 7.70506e-17 -7.70506e-17
-4.66751 1.03854e-15 -1.03854e-15
-4.66733 1.13145e-15 -1.13145e-15
-4.66688 1.70754e-16 -1.70754e-16
-4.66471 1.64574e-15 -1.64574e-15
-4.66245 2.1669e-15 -2.1669e-15
-4.66158 1.35144e-15 -1.35144e-15
-4.66111 1.80015e-15 -1.80015e-15
-4.66015 6.38536e-16 -6.38536e-16
-4.65785 3.01175e-16 -3.01175e-16
-4.65644 1.63043e-15 -1.63043e-15
-4.65615 1.15141e-15 -1.15141e-15
-4.6546 2.32399e-15 -2.32399e-15
-4.6509 4.13979e-16 -4.13979e-16
-4.65057 1.70972e-15 -1.70972e-15
-4.65031 2.93989e-16 -2.93989e-16
-4.64843 3.86362e-16 -3.86362e-16
-4.64799 9.57096e-16 -9.57096e-16
-4.64487 1.84437e-15 -1.84437e-15
-4.64407 1.94085e-15 -1.94085e-15
-4.64385 1.79575e-15 -1.79575e-15
-4.64335 1.6375e-15 -1.6375e-15
-4.64128 1.07205e-15 -1.07205e-15
-4.63904 4.54456e-15 -4.54456e-15
-4.63812 5.70762e-17 -5.70762e-17
-4.63772 6.96124e-16 -6.96124e-16
-4.6367 9.40389e-16 -9.40389e-16
-4.63446 5.68406e-17 -5.68406e-17
-4.63308 6.60294e-16 -6.60294e-16
-4.63274 9.9895e-16 -9.9895e-16
-4.63126 3.29015e-16 -3.29015e-16
-4.62947 1.73794e-16 -1.73794e-16
-4.62755 1.52773e-16 -1.52773e-16
-4.62723 5.64743e-16 -5.64743e-16
-4.62701 1.32069e-15 -1.32069e-15
-4.625 3.16229e-18 -3.16229e-18
-4.6247 2.80367e-16 -2.80367e-16
-4.62158 1.44534e-17 -1.44534e-17
-4.62082 6.18066e-16 -6.18066e-16
-4.62054 1.76519e-16 -1.76519e-16
-4.61999 4.35872e-16 -4.35872e-16
-4.61803 1.09144e-15 -1.09144e-15
-4.6158 2.03247e-15 -2.03247e-15
-4.61483 2.25006e-15 -2.25006e-15
-4.61451 9.28375e-16 -9.28375e-16
-4.61344 1.199e-15 -1.199e-15
-4.61126 6.91226e-16 -6.91226e-16
-4.6099 2.31789e-15 -2.31789e-15
-4.60952 6.7264e-18 -6.7264e-18
-4.6081 6.07203e-16 -6.07203e-16
-4.60624 1.58667e-15 -1.58667e-15
-4.60438 6.33197e-17 -6.33197e-17
-4.60406 2.55062e-16 -2.55062e-16
-4.60388 8.79832e-16 -8.79832e-16
-4.60175 1.43014e-16 -1.43014e-16
-4.60158 7.42038e-16 -7.42038e-16
-4.59895 2.36754e-16 -2.36754e-16
-4.59847 5.81949e-16 -5.81949e-16
-4.59774 1.38171e-15 -1.38171e-15
-4.59742 3.49098e-15 -3.49098e-15
-4.59681 2.37245e-15 -2.37245e-15
-4.59495 2.97085e-16 -2.97085e-16
-4.59275 7.19997e-16 -7.19997e-16
-4.59171 9.25302e-16 -9.25302e-16
-4.59148 2.80926e-15 -2.80926e-15
-4.59035 3.82981e-15 -3.82981e-15
-4.58823 2.08298e-16 -2.08298e-16
-4.5869 1.82874e-15 -1.82874e-15
-4.58646 2.58838e-15 -2.58838e-15
-4.58512 8.64514e-16 -8.64514e-16
-4.58319 1.69325e-15 -1.69325e-15
-4.5814 1.1887e-15 -1.1887e-15
-4.58107 5.67437e-16 -5.67437e-16
-4.58093 1.931e-15 -1.931e-15
-4.57867 2.66844e-17 -2.66844e-17
-4.57864 9.62722e-16 -9.62722e-16
-4.57594 4.19066e-16 -4.19066e-16
-4.57554 4.48387e-15 -4.48387e-15
-4.57484 1.2786e-15 -1.2786e-15
