-5.16193 0.961551 -5.28452e-17 -0.480775 0.832727 -0.480775 -0.832727
-5.05495 0.940336 6.97241e-17 -0.470168 0.814355 -0.470168 -0.814355
-5.02965 0.940953 -1.47013e-16 -0.470476 0.814889 -0.470476 -0.814889
-4.9506 0.918882 4.79952e-17 -0.459441 0.795775 -0.459441 -0.795775
-4.92613 0.919484 -2.06118e-17 -0.459742 0.796296 -0.459742 -0.796296
-4.89991 0.920195 -9.54867e-17 -0.460097 0.796912 -0.460097 -0.796912
-4.84892 0.897157 -3.87891e-17 -0.448578 0.776961 -0.448578 -0.776961
-4.8253 0.897733 -3.39936e-17 -0.448867 0.77746 -0.448867 -0.77746
-4.79985 0.898438 1.96366e-17 -0.449219 0.77807 -0.449219 -0.77807
-4.77274 0.899255 8.2861e-17 -0.449627 0.778778 -0.449627 -0.778778
-4.74993 0.87512 -5.79282e-17 -0.43756 0.757876 -0.43756 -0.757876
-4.72722 0.875657 2.44797e-17 -0.437828 0.758341 -0.437828 -0.758341
-4.70256 0.876346 1.64652e-18 -0.438173 0.758938 -0.438173 -0.758938
-4.67615 0.877167 -4.01004e-17 -0.438584 0.759649 -0.438584 -0.759649
-4.65367 0.852724 -1.00797e-16 -0.426362 0.73848 -0.426362 -0.73848
-4.64815 0.878108 -3.19637e-17 -0.439054 0.760464 -0.439054 -0.760464
-4.63191 0.853202 4.23323e-16 -0.426601 0.738894 -0.426601 -0.738894
-4.60807 0.853863 -1.23265e-16 -0.426932 0.739467 -0.426932 -0.739467
-4.5824 0.854681 -7.93829e-17 -0.427341 0.740176 -0.427341 -0.740176
-4.5602 0.829909 -1.64628e-16 -0.414954 0.718722 -0.414954 -0.718722
-4.55506 0.855638 -1.00127e-16 -0.427819 0.741004 -0.427819 -0.741004
-4.53944 0.830302 1.66493e-17 -0.415151 0.719063 -0.415151 -0.719063
-4.52618 0.856722 -1.00249e-16 -0.428361 0.741943 -0.428361 -0.741943
-4.51646 0.83092 -2.70617e-16 -0.41546 0.719598 -0.41546 -0.719598
-4.49154 0.831723 6.57021e-16 -0.415862 0.720294 -0.415862 -0.720294
-4.46955 0.806601 -8.13865e-17 -0.4033 0.698537 -0.4033 -0.698537
-4.46488 0.83269 -3.40735e-16 -0.416345 0.721131 -0.416345 -0.721131
-4.44988 0.806874 1.80467e-16 -0.403437 0.698774 -0.403437 -0.698774
-4.43661 0.833806 1.22706e-16 -0.416903 0.722097 -0.416903 -0.722097
-4.42778 0.807427 -3.05311e-16 -0.403714 0.699252 -0.403714 -0.699252
-4.40686 0.835059 -1.13498e-15 -0.417529 0.723182 -0.417529 -0.723182
-4.40364 0.8082 -2.25331e-16 -0.4041 0.699922 -0.4041 -0.699922
-4.38181 0.782708 -1.69201e-16 -0.391354 0.677845 -0.391354 -0.677845
-4.37767 0.809166 -9.6364e-17 -0.404583 0.700758 -0.404583 -0.700758
-4.36329 0.782811 5.44111e-16 -0.391405 0.677934 -0.391405 -0.677934
-4.35004 0.810309 5.53131e-16 -0.405154 0.701748 -0.405154 -0.701748
-4.34213 0.783269 -7.91034e-16 -0.391634 0.678331 -0.391634 -0.678331
-4.32086 0.811615 -4.01357e-16 -0.405808 0.702879 -0.405808 -0.702879
-4.31879 0.78399 -6.46788e-17 -0.391995 0.678955 -0.391995 -0.678955
-4.29705 0.758107 -2.45313e-16 -0.379054 0.65654 -0.379054 -0.65654
-4.29354 0.784939 2.48612e-16 -0.39247 0.679777 -0.39247 -0.679777
-4.29022 0.813071 1.03207e-15 -0.406535 0.70414 -0.406535 -0.70414
