-5.19159 0.221872
-5.19159 0.025254
-5.19159 0.221872
-5.13763 0.0322883
-5.13763 0.223754
-5.13763 0.223754
-5.125 0.0195899
-5.125 0.223644
-5.125 0.223644
-5.08433 0.225701
-5.08433 0.0393567
-5.08433 0.225701
-5.0719 0.0266595
-5.0719 0.225606
-5.0719 0.225606
-5.05903 0.225467
-5.05903 0.013953
-5.05903 0.225467
-5.03168 0.227716
-5.03168 0.0464612
-5.03168 0.227716
-5.01946 0.0337622
-5.01946 0.227638
-5.01946 0.227638
-5.00679 0.021064
-5.00679 0.227513
-5.00679 0.227513
-4.99371 0.227345
-4.99371 0.0083448
-4.99371 0.227345
-4.97969 0.053604
-4.97969 0.229803
-4.97969 0.229803
-4.96768 0.0409001
-4.96768 0.229745
-4.96768 0.229745
-4.95522 0.0282084
-4.95522 0.229635
-4.95522 0.229635
-4.94233 0.0155033
-4.94233 0.229479
-4.94233 0.229479
-4.92902 0.229279
-4.92902 0.00276686
-4.92902 0.229279
-4.92835 0.0607876
-4.92835 0.231965
-4.92835 0.231965
-4.91657 0.0480751
-4.91657 0.231929
-4.91657 0.231929
-4.90432 0.035388
-4.90432 0.231837
-4.90432 0.231837
-4.89162 0.0226962
-4.89162 0.231694
-4.89162 0.231694
-4.8785 0.00997889
-4.8785 0.231505
-4.8785 0.231505
-4.87769 0.234207
-4.87769 0.0680145
-4.87769 0.234207
-4.86613 0.0552894
-4.86613 0.234195
-4.86613 0.234195
-4.86497 -0.00277898
-4.86497 0.231273
-4.86497 0.231273
-4.85409 0.0426049
-4.85409 0.234123
-4.85409 0.234123
-4.84159 0.0299256
-4.84159 0.233996
-4.84159 0.233996
-4.82866 0.0172273
-4.82866 0.233819
-4.82866 0.233819
-4.82769 0.236533
-4.82769 0.0752876
-4.82769 0.236533
-4.81637 0.0625455
-4.81637 0.236549
-4.81637 0.236549
-4.81531 0.00449261
-4.81531 0.233596
-4.81531 0.233596
-4.80454 0.0498615
-4.80454 0.236499
-4.80454 0.236499
-4.80157 -0.00829073
-4.80157 0.23333
-4.80157 0.23333
-4.79225 0.23639
-4.79225 0.0371939
-4.79225 0.23639
-4.77951 0.0245144
-4.77951 0.236227
-4.77951 0.236227
-4.77836 0.238948
-4.77836 0.0826098
-4.77836 0.238948
-4.76728 0.238996
-4.76728 0.0698458
-4.76728 0.238996
-4.76634 0.0118033
-4.76634 0.236015
-4.76634 0.236015
-4.75568 0.0571602
-4.75568 0.238971
-4.75568 0.238971
-4.75277 -0.00095345
-4.75277 0.235756
-4.75277 0.235756
-4.74359 0.0445035
-4.74359 0.238882
-4.74359 0.238882
-4.73881 -0.0137662
-4.73881 0.235453
-4.73881 0.235453
-4.73104 0.031843
-4.73104 0.238735
-4.73104 0.238735
-4.72972 0.241458
-4.72972 0.0899846
-4.72972 0.241458
-4.71888 0.241541
-4.71888 0.077193
-4.71888 0.241541
-4.71806 0.0191561
-4.71806 0.238534
-4.71806 0.238534
-4.7075 0.0645035
-4.7075 0.241544
-4.7075 0.241544
-4.70467 0.00642659
-4.70467 0.238284
-4.70467 0.238284
-4.69563 0.0518572
-4.69563 0.241478
-4.69563 0.241478
-4.69088 -0.00635689
-4.69088 0.237987
-4.69088 0.237987
-4.68328 0.0392159
-4.68328 0.241348
-4.68328 0.241348
-4.68175 0.244067
-4.68175 0.0974154
-4.68175 0.244067
-4.6767 -0.0192028
-4.6767 0.237646
-4.6767 0.237646
-4.67117 0.0845899
-4.67117 0.244191
-4.67117 0.244191
-4.67049 0.241162
-4.67049 0.026554
-4.67049 0.241162
-4.66003 0.0718943
-4.66003 0.244226
-4.66003 0.244226
-4.65727 0.0138528
-4.65727 0.240922
-4.65727 0.240922
-4.64837 0.0592579
-4.64837 0.244185
-4.64837 0.244185
-4.64365 0.00109966
-4.64365 0.240632
-4.64365 0.240632
-4.63622 0.0466365
-4.63622 0.244076
-4.63622 0.244076
-4.63448 0.246784
-4.63448 0.104906
-4.63448 0.246784
-4.62964 -0.011715
-4.62964 0.240295
-4.62964 0.240295
-4.62416 0.0920393
-4.62416 0.246953
-4.62416 0.246953
-4.62362 0.0340009
-4.62362 0.243905
-4.62362 0.243905
-4.61524 -0.024598
-4.61524 0.239913
-4.61524 0.239913
-4.61325 0.0793355
-4.61325 0.247024
-4.61325 0.247024
-4.61059 0.243677
-4.61059 0.0213289
-4.61059 0.243677
-4.60181 0.0667089
-4.60181 0.247011
-4.60181 0.247011
-4.59714 0.243395
-4.59714 0.00860753
-4.59714 0.243395
-4.58988 0.0541082
-4.58988 0.246925
-4.58988 0.246925
-4.5879 0.249615
-4.5879 0.112461
-4.5879 0.249615
-4.58329 -0.00417445
-4.58329 0.243063
-4.58329 0.243063
-4.57785 0.0995432
-4.57785 0.249835
-4.57785 0.249835
-4.57747 0.041502
-4.57747 0.246772
-4.57747 0.246772
-4.56905 0.242684
-4.56905 -0.0170247
-4.56905 0.242684
-4.56719 0.0868305
-4.56719 0.249947
-4.56719 0.249947
-4.56462 0.0288593
-4.56462 0.246558
-4.56462 0.246558
-4.55598 0.0742138
-4.55598 0.249966
-4.55598 0.249966
-4.55444 -0.0299487
-4.55444 0.242259
-4.55444 0.242259
-4.55134 0.0161713
-4.55134 0.246286
-4.55134 0.246286
-4.54425 0.249906
-4.54425 0.0616351
-4.54425 0.249906
-4.54201 0.252567
-4.54201 0.120085
-4.54201 0.252567
-4.53766 0.00342368
-4.53766 0.24596
-4.53766 0.24596
-4.53225 0.252846
-4.53225 0.107092
-4.53225 0.252846
-4.53204 0.0490742
-4.53204 0.249774
-4.53204 0.249774
-4.52358 -0.00939222
-4.52358 0.245584
-4.52358 0.245584
-4.52184 0.0943827
-4.52184 0.253003
-4.52184 0.253003
-4.51938 0.0364487
-4.51938 0.249574
-4.51938 0.249574
-4.51086 0.0817766
-4.51086 0.253059
-4.51086 0.253059
-4.50913 -0.0222825
-4.50913 0.245159
-4.50913 0.245159
-4.50627 0.0237962
-4.50627 0.249314
-4.50627 0.249314
-4.49935 0.0692216
-4.49935 0.253027
-4.49935 0.253027
-4.49684 0.255649
-4.49684 0.127782
-4.49684 0.255649
-4.4943 -0.0352514
-4.4943 0.244688
-4.4943 0.244688
-4.49276 0.0110849
-4.49276 0.248996
-4.49276 0.248996
-4.48737 0.112061
-4.48737 0.255857
-4.48737 0.255857
-4.48734 0.0593522
-4.48734 0.253057
-4.48734 0.253057
-4.47884 -0.00169467
-4.47884 0.248623
-4.47884 0.248623
-4.47722 0.101996
-4.47722 0.256204
-4.47722 0.256204
-4.47487 0.0441026
-4.47487 0.252737
-4.47487 0.252737
-4.46648 0.0894015
-4.46648 0.2563
-4.46648 0.2563
-4.46454 0.248199
-4.46454 -0.0145496
-4.46454 0.248199
-4.46195 0.031488
-4.46195 0.25249
-4.46195 0.25249
-4.45519 0.0768728
-4.45519 0.256301
-4.45519 0.256301
-4.45238 0.258872
-4.45238 0.135558
-4.45238 0.258872
-4.44986 -0.0274845
-4.44986 0.247726
-4.44986 0.247726
-4.4486 0.0188156
-4.4486 0.252182
-4.4486 0.252182
-4.44339 0.0644625
-4.44339 0.256224
-4.44339 0.256224
-4.44321 0.122331
-4.44321 0.259289
-4.44321 0.259289
-4.43484 0.00607466
-4.43484 0.251815
-4.43484 0.251815
-4.43483 0.247206
-4.43483 -0.0405025
-4.43483 0.247206
-4.43334 0.109674
